UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,18-HI-190,Online,20211205,22:10,2050,34,2050,,,12/31/2021,3,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Both positive and negative comments,,,Yes,,Native Hawaiian or Pacific Islander,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-PA-129,Online,20211102,15:58,370,6,370,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-SC-069,Online,20211219,18:16,352,6,352,,,12/31/2021,1,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-ZZ-034,Online,20211112,17:13,626,10,626,,,12/31/2021,3,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Average,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,12-MD-042,Online,20211203,10:38,458,8,458,,,12/31/2021,1,Yes,Yes,Excellent,5,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,18-CA-011,Online,20211014,17:00,287,5,287,,,12/31/2021,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,21-TX-074,Online,20211112,13:17,984,16,1168,,,12/31/2021,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,Choose not to respond,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-OH-269,Online,20211107,12:28,236,4,236,,,12/31/2021,4+,No,Valid skip,Above Average,4,Yes,Yes,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-OK-065,Online,20211203,12:34,666,11,666,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Above Average,Yes,I did not receive assistance,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,2,No,Very Dissatisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-MI-226,Online,20211017,23:49,280,5,281,,,12/31/2021,1,No,Valid skip,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,12-ZZ-041,Online,20211105,17:27,272,5,272,,,12/31/2021,3,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-CA-005,Online,20211217,09:18,367,6,369,,,12/31/2021,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-TN-285,Online,20211202,19:59,222,4,222,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-NV-118,Online,20211203,11:12,417,7,417,,,12/31/2021,4+,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,22-CA-019,Online,20211102,16:25,491,8,491,,,12/31/2021,1,Yes,Yes,Above Average,4,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,Yes,Average,Yes,Below Average,Yes,Below Average,Yes,Below Average,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Average,Yes,Below Average,No,Valid skip,Yes,Below Average,No,Valid skip,1,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,Multiracial or Biracial,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-FL-184,Online,20211225,12:28,319,5,586,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Extremely Poor,No,Valid skip,Yes,I did not receive assistance,Yes,Average,No,Valid skip,Yes,Average,2,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Refused,,Refused,Refused,Refused,Refused,,,
,12-GA-029,Online,20211217,18:18,300,5,300,,,12/31/2021,3,Yes,Yes,Average,3,No,Valid skip,Yes,Below Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Below Average,Yes,I did not receive assistance,Yes,Below Average,Yes,I did not receive assistance,Yes,I did not receive assistance,0,No,Neither satisfied nor Dissatisfied,Dissatisfied,Dissatisfied,Decline to provide comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,20-GA-369,Online,20211028,17:10,1586,26,1586,,,12/31/2021,2,Yes,Yes,Extremely Poor,1,Yes,No,Yes,Extremely Poor,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,3+,Yes,Neither satisfied nor Dissatisfied,Satisfied,Dissatisfied,Negative comments only,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-NY-254,IVR,20211117,15:55,339,6,,'CO': Completed,'CO': Completed,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,1,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
,20-NY-446,Online,20211204,08:20,163,3,163,,,12/31/2021,3,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-092,Online,20211012,17:38,328,5,328,,,12/31/2021,2,Yes,Yes,Extremely Poor,1,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,1,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-NY-254,IVR,20211104,11:09,351,6,,'CO': Completed,'CO': Completed,12/31/2021,3,Yes,No,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
,20-WA-338,Online,20211208,18:35,542,9,543,,,12/31/2021,1,Yes,Yes,Average,3,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,Average,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,1,No,Dissatisfied,Dissatisfied,Very Dissatisfied,Negative comments only,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,20-NV-056,Online,20211213,03:56,1194,20,1195,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-NC-444,Online,20211109,17:57,388,6,388,,,12/31/2021,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,20-VA-144,Online,20211117,12:41,887,15,1736,,,12/31/2021,4+,Yes,Yes,Below Average,2,No,Valid skip,Yes,Below Average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Above Average,Yes,I did not receive assistance,Yes,I did not receive assistance,1,No,Satisfied,Satisfied,Dissatisfied,Both positive and negative comments,,,Yes,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,12-ND-051,Online,20211104,11:47,339,6,339,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Dissatisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,"American Indian, Alaska Native, or Indigenous",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-NE-238,Online,20211028,17:07,324,5,324,,,12/31/2021,3,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-ZZ-318,Online,20211206,18:50,450,8,450,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-FL-179,CATI,20211025,08:31,0,0,,'CO': Completed,,12/31/2021,1,No,Valid skip,Extremely Poor,1,Yes,Yes,Yes,Above Average,Yes,I did not receive assistance,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,No,Very Dissatisfied,Very Satisfied,Very Satisfied,Positive comments only,,,Yes,,"American Indian, Alaska Native, or Indigenous",Choose not to respond,I choose not to respond,Man,'CO': Completed,1,'I0': Interrupted
,18-CA-011,Online,20211015,11:05,398,7,398,,,12/31/2021,1,Yes,Yes,Below Average,2,No,Valid skip,Yes,Below Average,Yes,Below Average,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,Yes,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,14-NY-254,IVR,20211214,10:39,422,7,,'CO': Completed,'CO': Completed,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
,13-NY-121,Online,20211022,17:01,547,9,547,,,12/31/2021,1,Yes,No,Average,3,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,3+,No,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,White,Choose not to respond,I choose not to respond,Man,,,'CO': Completed
,20-GA-369,Online,20211021,15:40,211,4,212,,,12/31/2021,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,3+,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,18-ZZ-034,Online,20211218,19:35,360,6,360,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Above Average,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-OH-262,Online,20211202,15:22,276,5,276,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,Woman,,,'CO': Completed
,20-ZZ-092,Online,20211130,11:03,748,12,748,,,12/31/2021,1,Yes,Yes,Below Average,2,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Below Average,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely Poor,Yes,Below Average,Yes,I did not receive assistance,Yes,Below Average,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Dissatisfied,Negative comments only,,,No,,Multiracial or Biracial,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,12-GA-029,Online,20211026,10:54,543,9,543,,,12/31/2021,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,Yes,Very Dissatisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,19-FL-025,Online,20211214,17:15,249,4,249,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,12-MD-042,IVR,20211229,17:22,462,8,,'CO': Completed,'CO': Completed,12/31/2021,1,Yes,Yes,Extremely Poor,1,Yes,No,No,Valid skip,Yes,Below Average,Yes,Below Average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,0,Yes,Satisfied,Dissatisfied,Satisfied,Decline to provide comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
